Accident_Index,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Sex_of_Driver,Sex_of_Casualty,Age_of_Driver,Age_of_Casualty
2.02E+12,3,2,2,22/01/18,2,15:10,3,2,1,51
2.02E+12,1,1,1,22/01/18,2,17:11,1,1,40,52
2.02E+12,3,2,1,21/01/18,1,23:45,2,2,31,26
2.02E+12,3,2,1,22/01/18,2,19:04,1,1,21,59
2.02E+12,3,2,1,22/01/18,2,14:15,1,1,61,1
2.02E+12,3,2,1,19/01/18,6,13:40,1,2,38,28
2.02E+12,3,2,2,22/01/18,2,19:30,1,1,39,48
2.02E+12,3,2,1,22/01/18,2,18:55,1,1,21,26
2.02E+12,3,3,1,22/01/18,2,21:21,1,1,42,37
2.02E+12,3,1,1,22/01/18,2,19:30,1,1,51,79
2.02E+12,3,2,1,22/01/18,2,17:40,1,1,29,16
2.02E+12,3,2,1,22/01/18,2,21:35,2,1,40,61
2.02E+12,3,2,1,22/01/18,2,21:54,2,2,40,43
2.02E+12,2,1,1,22/01/18,2,22:30,1,1,26,51
2.02E+12,3,3,1,22/01/18,2,23:34,1,2,54,58
2.02E+12,3,1,1,22/01/18,2,19:25,1,1,42,29
2.02E+12,3,1,1,22/01/18,2,7:05,1,1,28,34
2.02E+12,3,2,1,22/01/18,2,11:00,1,1,24,32
2.02E+12,2,1,1,23/01/18,3,7:20,2,1,38,29
2.02E+12,2,1,1,23/01/18,3,6:10,3,2,1,28
2.02E+12,3,1,1,23/01/18,3,7:30,1,2,57,44
2.02E+12,3,1,1,13/01/18,7,19:30,1,2,28,14
2.02E+12,3,2,1,07/01/18,1,16:20,1,1,27,36
2.02E+12,3,2,1,21/01/18,1,12:50,3,1,1,60
2.02E+12,3,2,1,23/01/18,3,7:30,3,2,1,54
2.02E+12,3,2,1,22/01/18,2,14:55,1,1,39,40
2.02E+12,2,2,1,23/01/18,3,6:48,1,1,31,43
2.02E+12,3,2,1,23/01/18,3,7:31,1,1,28,46
2.02E+12,3,1,1,22/01/18,2,7:30,1,1,47,43
2.02E+12,3,2,1,23/01/18,3,9:50,2,1,27,35
2.02E+12,3,2,1,23/01/18,3,10:50,1,1,28,55
2.02E+12,3,2,1,23/01/18,3,10:00,1,1,43,37
2.02E+12,3,1,1,12/01/18,6,19:30,3,1,1,44
2.02E+12,2,1,1,15/01/18,2,7:05,1,1,41,28
2.02E+12,3,2,1,22/01/18,2,8:15,1,2,26,37
2.02E+12,3,2,1,10/01/18,4,20:05,1,1,33,23
2.02E+12,3,2,1,23/01/18,3,10:40,1,1,40,26
2.02E+12,3,1,1,23/01/18,3,10:40,1,1,32,47
2.02E+12,3,2,1,22/01/18,2,15:55,1,1,25,23
2.02E+12,3,1,1,23/01/18,3,10:50,3,1,1,58
2.02E+12,3,2,1,17/01/18,4,12:12,1,1,55,25
2.02E+12,3,2,1,23/01/18,3,13:35,2,1,33,64
2.02E+12,3,4,1,23/01/18,3,10:15,1,1,30,53
2.02E+12,3,3,1,23/01/18,3,13:40,1,1,40,46
2.02E+12,3,2,1,23/01/18,3,7:45,1,2,18,39
2.02E+12,3,2,1,23/01/18,3,8:00,1,1,50,5
2.02E+12,3,2,2,21/01/18,1,15:00,1,2,1,19
2.02E+12,3,2,1,18/01/18,5,17:07,2,1,36,20
2.02E+12,3,2,1,23/01/18,3,15:30,1,2,46,37
2.02E+12,3,1,1,23/01/18,3,13:14,1,1,42,51
2.02E+12,3,2,1,23/01/18,3,16:55,1,1,1,39
2.02E+12,3,2,1,23/01/18,3,16:38,1,1,53,44
2.02E+12,3,2,1,22/01/18,2,21:05,1,2,46,27
2.02E+12,3,2,1,23/01/18,3,17:20,2,2,44,18
2.02E+12,3,1,2,23/01/18,3,17:40,3,2,1,30
2.02E+12,3,1,2,23/01/18,3,17:53,2,1,21,27
2.02E+12,3,2,1,23/01/18,3,14:30,1,2,38,51
2.02E+12,3,1,1,23/01/18,3,18:05,1,2,1,57
2.02E+12,3,3,1,23/01/18,3,17:44,1,1,62,25
2.02E+12,3,2,1,23/01/18,3,18:45,1,2,48,21
2.02E+12,3,2,1,23/01/18,3,18:50,1,1,51,49
2.02E+12,3,2,2,23/01/18,3,14:55,3,1,1,50
2.02E+12,2,1,1,23/01/18,3,14:50,1,2,44,47
2.02E+12,3,2,1,23/01/18,3,17:10,1,2,33,8
2.02E+12,3,2,1,23/01/18,3,16:13,1,1,61,8
2.02E+12,3,2,1,23/01/18,3,18:45,1,1,27,29
2.02E+12,3,3,3,23/01/18,3,17:10,1,2,40,39
2.02E+12,3,2,1,23/01/18,3,17:45,1,1,32,35
2.02E+12,3,2,1,23/01/18,3,17:43,1,1,41,25
2.02E+12,3,2,1,23/01/18,3,20:30,1,2,45,30
2.02E+12,3,1,2,23/01/18,3,18:00,2,1,35,59
2.02E+12,3,1,1,23/01/18,3,19:03,1,2,42,52
2.02E+12,2,2,1,23/01/18,3,16:27,1,2,1,56
2.02E+12,3,1,1,23/01/18,3,16:45,1,1,53,19
2.02E+12,2,1,1,23/01/18,3,16:51,1,2,50,58
2.02E+12,2,2,2,23/01/18,3,16:10,1,2,1,37
2.02E+12,3,1,1,23/01/18,3,18:45,1,1,37,49
2.02E+12,3,2,1,23/01/18,3,20:20,2,2,34,49
2.02E+12,3,1,1,23/01/18,3,20:24,1,1,23,26
2.02E+12,2,2,2,23/01/18,3,18:19,1,1,46,41
2.02E+12,3,2,1,23/01/18,3,18:49,1,2,31,49
2.02E+12,3,2,1,23/01/18,3,18:43,1,1,28,53
2.02E+12,3,1,1,23/01/18,3,7:15,2,1,33,54
2.02E+12,3,1,1,20/01/18,7,14:22,1,2,35,48
2.02E+12,2,2,1,23/01/18,3,23:10,2,1,33,1
2.02E+12,3,1,1,24/01/18,4,3:05,1,2,42,61
2.02E+12,3,2,1,22/01/18,2,23:56,1,2,18,46
2.02E+12,3,2,2,24/01/18,4,5:35,1,2,32,19
2.02E+12,3,2,1,24/01/18,4,8:25,1,1,23,20
2.02E+12,3,2,1,05/01/18,6,18:15,1,1,43,40
2.02E+12,3,2,1,24/01/18,4,7:34,3,1,1,33
2.02E+12,3,2,1,22/01/18,2,22:20,1,1,29,21
2.02E+12,3,1,1,24/01/18,4,9:03,1,2,1,35
2.02E+12,3,1,1,24/01/18,4,8:50,1,2,40,21
2.02E+12,3,2,1,15/01/18,2,9:45,1,2,1,21
2.02E+12,3,2,1,24/01/18,4,9:15,2,2,28,17
2.02E+12,3,2,1,24/01/18,4,8:40,1,2,31,16
2.02E+12,3,1,1,16/01/18,3,16:00,1,1,35,23
2.02E+12,3,2,1,24/01/18,4,8:30,2,1,60,32
2.02E+12,2,2,2,24/01/18,4,8:38,1,2,41,73
2.02E+12,3,2,2,23/01/18,3,21:30,2,2,29,38
2.02E+12,3,1,1,24/01/18,4,8:15,1,1,68,25
2.02E+12,3,2,1,18/01/18,5,9:45,2,2,31,57
2.02E+12,2,2,1,24/01/18,4,8:05,2,1,35,29
2.02E+12,3,2,2,08/01/18,2,1:30,1,1,31,53
2.02E+12,3,2,1,24/01/18,4,9:16,1,1,27,28
2.02E+12,3,1,1,15/01/18,2,16:48,3,1,1,18
2.02E+12,3,1,1,24/01/18,4,12:08,1,2,38,31
2.02E+12,3,1,1,05/01/18,6,6:35,1,1,36,59
2.02E+12,3,2,3,23/01/18,3,20:05,1,1,38,23
2.02E+12,3,2,1,24/01/18,4,9:45,1,1,21,20
2.02E+12,3,2,1,24/01/18,4,7:30,2,1,24,49
2.02E+12,2,2,1,24/01/18,4,9:00,3,1,1,9
2.02E+12,3,2,1,24/01/18,4,10:50,1,1,1,6
2.02E+12,3,2,2,11/01/18,5,19:10,1,2,43,29
2.02E+12,3,1,1,24/01/18,4,12:00,1,1,43,12
2.02E+12,3,2,1,24/01/18,4,8:27,3,1,1,25
2.02E+12,3,1,1,09/01/18,3,23:20,1,2,45,25
2.02E+12,3,3,2,18/01/18,5,10:20,3,2,1,36
2.02E+12,3,2,2,24/01/18,4,12:30,1,1,44,44
2.02E+12,3,2,1,24/01/18,4,11:30,1,1,25,42
2.02E+12,3,2,2,24/01/18,4,11:27,1,1,21,44
2.02E+12,3,1,1,13/01/18,7,18:00,1,1,44,18
2.02E+12,3,4,1,24/01/18,4,11:44,1,1,21,24
2.02E+12,3,1,1,04/01/18,5,17:00,2,2,44,65
2.02E+12,3,1,1,23/01/18,3,9:20,1,1,23,25
2.02E+12,3,2,1,23/01/18,3,19:20,2,1,46,31
2.02E+12,3,1,1,23/01/18,3,11:00,1,2,54,25
2.02E+12,3,2,1,24/01/18,4,7:55,1,2,32,24
2.02E+12,2,1,1,24/01/18,4,14:02,1,1,26,46
2.02E+12,3,1,1,24/01/18,4,14:55,3,1,1,49
2.02E+12,3,1,1,11/01/18,5,17:48,2,1,30,36
2.02E+12,3,2,1,24/03/18,7,7:20,3,1,1,42
2.02E+12,3,1,1,24/01/18,4,13:25,3,2,1,20
2.02E+12,3,3,1,24/01/18,4,13:30,3,1,1,32
2.02E+12,3,1,1,24/01/18,4,13:40,1,1,48,53
2.02E+12,3,2,1,24/01/18,4,12:15,2,2,52,10
2.02E+12,3,2,1,19/01/18,6,9:15,1,2,37,27
2.02E+12,3,2,1,24/01/18,4,14:35,1,1,41,48
2.02E+12,3,1,1,24/01/18,4,3:40,1,2,30,28
2.02E+12,3,2,1,24/01/18,4,13:00,3,1,1,1
2.02E+12,3,2,1,24/01/18,4,17:20,1,2,40,53
2.02E+12,3,1,1,24/01/18,4,17:40,1,1,45,30
2.02E+12,3,2,1,24/01/18,4,15:35,1,1,50,31
2.02E+12,3,2,1,24/01/18,4,16:52,1,2,1,30
2.02E+12,2,1,1,24/01/18,4,16:20,1,2,26,17
2.02E+12,3,2,1,21/01/18,1,1:45,3,1,1,35
2.02E+12,3,2,2,24/01/18,4,16:45,1,2,1,16
2.02E+12,3,2,1,24/01/18,4,17:15,1,1,1,26
2.02E+12,3,1,1,24/01/18,4,15:05,2,2,29,40
2.02E+12,3,2,1,24/01/18,4,16:12,2,1,41,35
2.02E+12,3,2,3,19/01/18,6,19:21,2,2,24,25
2.02E+12,3,2,1,24/01/18,4,19:25,1,1,24,27
2.02E+12,3,2,1,24/01/18,4,20:24,2,2,20,61
2.02E+12,3,1,1,24/01/18,4,21:16,1,2,20,32
2.02E+12,3,2,1,24/01/18,4,17:35,1,1,70,53
2.02E+12,3,1,1,24/01/18,4,15:15,1,2,30,24
2.02E+12,3,1,1,24/01/18,4,18:10,1,1,35,65
2.02E+12,3,2,2,24/01/18,4,19:30,1,1,37,37
2.02E+12,3,2,1,24/01/18,4,16:50,1,2,55,83
2.02E+12,3,2,1,20/01/18,7,14:50,1,2,1,9
2.02E+12,3,2,1,24/01/18,4,18:20,1,1,56,33
2.02E+12,3,1,1,19/01/18,6,5:40,2,2,54,50
2.02E+12,3,2,1,24/01/18,4,21:31,1,1,50,4
2.02E+12,2,1,2,24/01/18,4,21:20,3,2,1,76
2.02E+12,3,1,2,24/01/18,4,20:00,2,2,51,42
2.02E+12,3,2,1,23/01/18,3,18:55,1,2,26,48
2.02E+12,3,2,1,24/01/18,4,21:30,1,1,35,29
2.02E+12,3,2,1,19/01/18,6,19:25,2,2,33,67
2.02E+12,3,2,2,24/01/18,4,21:50,1,2,33,22
2.02E+12,3,2,3,25/01/18,5,1:00,2,1,36,36
2.02E+12,3,3,1,24/01/18,4,22:28,2,2,20,11
2.02E+12,3,2,1,24/01/18,4,11:33,1,1,55,41
2.02E+12,3,1,2,25/01/18,5,3:40,1,2,18,40
2.02E+12,2,3,1,25/01/18,5,5:48,1,2,44,25
2.02E+12,3,2,1,25/01/18,5,7:00,1,2,41,36
2.02E+12,3,2,1,24/01/18,4,20:30,1,1,27,21
2.02E+12,3,4,1,25/01/18,5,8:14,1,2,28,24
2.02E+12,3,2,3,25/01/18,5,7:19,2,1,35,43
2.02E+12,3,2,1,25/01/18,5,8:25,1,1,37,52
2.02E+12,3,2,1,01/01/18,2,10:30,2,2,28,30
2.02E+12,2,2,1,23/01/18,3,15:00,1,1,33,34
2.02E+12,3,2,1,25/01/18,5,7:00,2,2,29,19
2.02E+12,3,2,1,08/01/18,2,17:00,1,1,35,29
2.02E+12,3,1,1,24/01/18,4,15:35,1,1,1,10
2.02E+12,3,2,1,13/01/18,7,13:40,1,2,63,37
2.02E+12,3,1,1,23/01/18,3,17:45,3,1,1,62
2.02E+12,3,1,1,11/01/18,5,21:09,1,2,28,12
2.02E+12,3,1,2,25/01/18,5,8:13,1,1,88,23
2.02E+12,3,2,1,24/01/18,4,12:00,3,1,1,25
2.02E+12,3,1,1,19/01/18,6,22:00,2,1,23,49
2.02E+12,2,2,1,25/01/18,5,10:35,1,2,42,37
2.02E+12,3,1,1,25/01/18,5,11:30,2,1,40,36
2.02E+12,3,2,1,25/01/18,5,11:36,1,2,33,27
2.02E+12,3,2,1,25/01/18,5,11:15,1,1,19,47
2.02E+12,3,2,1,25/01/18,5,7:10,2,1,32,31
2.02E+12,3,1,2,24/01/18,4,15:47,1,2,1,30
2.02E+12,3,2,1,24/01/18,4,11:50,1,1,28,35
2.02E+12,3,1,1,25/01/18,5,7:50,3,2,31,37
2.02E+12,3,2,2,25/01/18,5,9:01,1,1,19,37
2.02E+12,3,3,1,25/01/18,5,13:03,1,1,42,84
2.02E+12,3,2,1,24/01/18,4,17:47,1,1,14,52
2.02E+12,3,2,1,24/01/18,4,21:38,2,1,27,45
2.02E+12,3,2,1,25/01/18,5,12:02,1,2,55,27
2.02E+12,3,2,1,25/01/18,5,14:20,1,1,18,17
2.02E+12,3,2,1,21/01/18,1,19:00,1,1,30,28
2.02E+12,3,2,1,10/01/18,4,15:40,1,1,1,31
2.02E+12,3,2,1,25/01/18,5,13:15,1,1,36,22
2.02E+12,3,3,1,25/01/18,5,15:00,2,1,59,26
2.02E+12,1,1,1,25/01/18,5,10:59,1,1,27,63
2.02E+12,3,1,1,25/01/18,5,15:13,3,1,1,29
2.02E+12,3,1,1,25/01/18,5,13:50,2,2,30,36
2.02E+12,2,1,1,25/01/18,5,15:00,1,2,54,43
2.02E+12,3,2,1,25/01/18,5,13:12,2,2,26,9
2.02E+12,3,1,1,25/01/18,5,17:47,3,1,1,62
2.02E+12,3,1,1,25/01/18,5,16:25,3,1,1,31
2.02E+12,3,3,2,25/01/18,5,17:20,1,2,45,22
2.02E+12,3,2,1,25/01/18,5,17:20,2,1,34,48
2.02E+12,3,2,1,24/01/18,4,23:40,2,2,32,45
2.02E+12,3,2,1,25/01/18,5,18:13,1,1,21,43
2.02E+12,3,1,1,25/01/18,5,16:50,2,2,55,54
2.02E+12,3,3,2,25/01/18,5,20:10,1,1,57,41
2.02E+12,3,2,1,25/01/18,5,17:05,3,2,1,40
2.02E+12,3,2,1,25/01/18,5,18:30,1,1,65,65
2.02E+12,3,2,1,24/01/18,4,18:56,2,2,39,42
2.02E+12,3,2,1,24/01/18,4,20:45,1,2,36,46
2.02E+12,3,2,3,25/01/18,5,18:40,1,2,22,24
2.02E+12,3,2,1,25/01/18,5,16:00,2,1,33,9
2.02E+12,3,3,1,25/01/18,5,17:32,1,1,21,58
2.02E+12,3,1,1,25/01/18,5,18:15,1,1,25,23
2.02E+12,2,1,1,25/01/18,5,20:13,1,1,36,20
2.02E+12,2,1,1,25/01/18,5,20:05,2,2,32,1
2.02E+12,3,2,1,25/01/18,5,16:18,2,1,26,61
2.02E+12,2,1,1,25/01/18,5,18:05,2,2,44,11
2.02E+12,3,1,1,25/01/18,5,16:45,3,2,1,12
2.02E+12,2,2,1,25/01/18,5,19:00,1,1,38,11
2.02E+12,3,2,1,25/01/18,5,6:10,3,2,1,11
2.02E+12,3,1,1,24/01/18,4,5:04,2,2,27,11
2.02E+12,3,2,2,25/01/18,5,3:25,1,2,37,11
2.02E+12,2,2,2,21/01/18,1,18:57,2,2,51,24
2.02E+12,3,2,1,25/01/18,5,15:50,1,1,37,43
2.02E+12,2,3,2,25/01/18,5,17:03,2,2,70,14
2.02E+12,3,4,3,25/01/18,5,22:40,1,2,23,29
2.02E+12,3,1,1,25/01/18,5,23:06,1,1,1,22
2.02E+12,3,2,1,25/01/18,5,19:44,1,1,44,19
2.02E+12,2,1,1,25/01/18,5,21:30,1,1,59,62
2.02E+12,3,2,1,24/01/18,4,21:50,1,1,68,35
2.02E+12,3,2,1,26/01/18,6,21:24,1,2,59,38
2.02E+12,3,1,1,26/01/18,6,1:00,3,1,1,1
2.02E+12,3,2,1,25/01/18,5,23:25,2,1,1,53
2.02E+12,3,1,1,20/01/18,7,12:55,1,2,37,61
2.02E+12,3,2,1,26/01/18,6,1:37,1,1,60,35
2.02E+12,2,1,1,26/01/18,6,6:43,1,1,33,49
2.02E+12,2,1,1,17/01/18,4,6:40,1,1,34,25
2.02E+12,3,1,1,26/01/18,6,8:37,1,2,37,32
2.02E+12,3,2,1,26/01/18,6,7:16,1,1,68,49
2.02E+12,3,2,1,25/01/18,5,20:20,1,1,38,76
2.02E+12,3,1,1,25/01/18,5,13:20,2,2,24,27
2.02E+12,2,2,1,26/01/18,6,8:45,1,2,54,49
2.02E+12,3,1,1,26/01/18,6,7:30,1,1,49,26
2.02E+12,3,1,2,26/01/18,6,8:19,1,1,1,52
2.02E+12,3,2,1,25/01/18,5,9:00,3,2,1,21
2.02E+12,3,3,1,26/01/18,6,10:40,1,2,26,22
2.02E+12,3,1,1,10/01/18,4,7:30,3,1,1,56
2.02E+12,3,2,1,25/01/18,5,23:20,1,1,25,32
2.02E+12,3,2,1,26/01/18,6,9:45,1,2,35,47
2.02E+12,3,2,1,26/01/18,6,8:49,1,1,67,46
2.02E+12,3,1,1,26/01/18,6,10:23,1,1,28,26
2.02E+12,3,2,1,26/01/18,6,9:00,1,1,55,21
2.02E+12,2,1,1,25/01/18,5,15:10,1,1,1,37
2.02E+12,3,2,1,25/01/18,5,8:53,1,1,61,43
2.02E+12,3,2,1,26/01/18,6,11:00,1,2,32,30
2.02E+12,3,1,2,26/01/18,6,7:30,1,2,40,59
2.02E+12,3,2,1,26/01/18,6,12:00,1,2,1,34
2.02E+12,3,3,1,26/01/18,6,11:00,3,1,1,47
2.02E+12,3,1,1,04/01/18,5,22:00,2,2,44,36
2.02E+12,3,2,1,06/01/18,7,16:50,1,1,58,13
2.02E+12,3,2,1,25/01/18,5,10:10,1,1,38,51
2.02E+12,2,2,1,26/01/18,6,7:20,2,2,22,37
2.02E+12,3,3,1,24/01/18,4,10:50,3,1,1,19
2.02E+12,2,2,1,26/01/18,6,11:48,1,1,41,33
2.02E+12,3,2,1,26/01/18,6,9:44,1,2,50,49
2.02E+12,3,2,1,25/01/18,5,17:30,3,2,1,47
2.02E+12,3,2,1,26/01/18,6,9:20,1,1,57,55
2.02E+12,2,2,1,26/01/18,6,6:51,1,2,1,11
2.02E+12,3,2,1,26/01/18,6,15:45,3,1,1,30
2.02E+12,3,1,1,26/01/18,6,13:10,1,1,47,48
2.02E+12,2,1,1,25/01/18,5,18:25,2,2,48,68
2.02E+12,2,1,1,26/01/18,6,16:08,1,2,28,27
2.02E+12,3,2,1,19/01/18,6,21:15,1,2,20,15
2.02E+12,2,1,1,26/01/18,6,13:13,1,1,50,54
2.02E+12,3,2,1,26/01/18,6,14:20,1,1,55,25
2.02E+12,3,2,1,26/01/18,6,16:49,1,2,21,71
2.02E+12,3,2,1,26/01/18,6,9:20,1,1,52,29
2.02E+12,3,2,1,26/01/18,6,18:25,1,2,40,81
2.02E+12,3,2,1,26/01/18,6,18:30,1,2,57,50
2.02E+12,3,1,1,26/01/18,6,17:30,1,1,29,23
2.02E+12,2,2,1,26/01/18,6,20:24,2,2,79,29
2.02E+12,2,2,1,26/01/18,6,18:10,1,2,43,66
2.02E+12,3,1,1,26/01/18,6,18:19,1,1,34,59
2.02E+12,3,2,1,26/01/18,6,19:20,1,1,21,30
2.02E+12,3,1,1,24/01/18,4,17:35,1,2,1,47
2.02E+12,3,6,1,26/01/18,6,19:10,1,1,44,1
2.02E+12,3,2,1,26/01/18,6,16:42,1,1,38,1
2.02E+12,2,1,1,26/01/18,6,17:20,1,1,48,42
2.02E+12,3,3,1,26/01/18,6,18:46,3,1,1,28
2.02E+12,3,3,1,26/01/18,6,20:30,1,1,46,73
2.02E+12,3,2,1,26/01/18,6,18:00,1,1,27,28
2.02E+12,3,3,1,26/01/18,6,16:59,1,1,68,19
2.02E+12,3,2,1,24/01/18,4,8:30,1,1,27,18
2.02E+12,2,2,1,26/01/18,6,14:30,1,1,28,41
2.02E+12,3,2,1,26/01/18,6,21:00,3,2,1,64
2.02E+12,2,2,1,26/01/18,6,19:45,3,1,1,66
2.02E+12,3,2,1,26/01/18,6,17:05,2,2,83,54
2.02E+12,3,1,1,26/01/18,6,20:02,1,2,41,71
2.02E+12,2,1,2,26/01/18,6,16:51,2,1,30,53
2.02E+12,2,1,1,26/01/18,6,15:30,2,2,1,71
2.02E+12,3,2,1,26/01/18,6,7:31,1,1,58,20
2.02E+12,3,2,2,24/01/18,4,18:07,1,1,1,15
2.02E+12,3,2,1,26/01/18,6,21:10,1,1,46,22
2.02E+12,3,2,1,26/01/18,6,23:24,3,1,1,32
2.02E+12,1,1,4,26/01/18,6,20:41,1,1,25,42
2.02E+12,3,2,1,26/01/18,6,23:29,1,2,61,35
2.02E+12,3,2,1,26/01/18,6,23:45,2,2,1,22
2.02E+12,2,5,2,26/01/18,6,1:22,1,2,38,9
2.02E+12,3,2,1,26/01/18,6,21:50,1,1,40,35
2.02E+12,3,2,1,27/01/18,7,5:20,1,2,23,33
2.02E+12,2,1,1,26/01/18,6,12:30,1,2,77,10
2.02E+12,3,2,1,26/01/18,6,20:15,1,1,30,9
2.02E+12,3,1,1,27/01/18,7,8:20,2,1,43,40
2.02E+12,2,2,1,27/01/18,7,10:04,1,1,64,54
2.02E+12,3,2,1,26/01/18,6,18:20,1,1,17,27
2.02E+12,3,2,1,27/01/18,7,10:00,2,2,54,33
2.02E+12,3,2,1,26/01/18,6,17:05,1,1,25,35
2.02E+12,2,1,1,27/01/18,7,8:27,1,2,1,9
2.02E+12,3,2,1,25/01/18,5,18:00,1,1,49,22
2.02E+12,3,2,1,27/01/18,7,6:35,1,1,47,48
2.02E+12,3,3,1,27/01/18,7,13:30,1,2,29,12
2.02E+12,3,3,1,26/01/18,6,13:45,3,1,1,20
2.02E+12,2,2,1,22/01/18,2,5:22,1,1,56,21
2.02E+12,3,2,2,27/01/18,7,13:30,1,2,1,70
2.02E+12,3,2,1,27/01/18,7,12:15,3,2,1,49
2.02E+12,3,1,1,26/01/18,6,13:35,1,2,56,33
2.02E+12,3,2,1,25/01/18,5,18:12,1,1,46,62
2.02E+12,2,1,1,27/01/18,7,13:50,1,1,60,34
2.02E+12,2,2,1,26/01/18,6,21:32,1,1,21,27
2.02E+12,2,1,1,24/01/18,4,17:00,1,1,1,25
2.02E+12,3,2,1,26/01/18,6,20:25,2,2,75,66
2.02E+12,3,2,1,26/01/18,6,19:05,2,1,25,33
2.02E+12,3,3,2,27/01/18,7,14:09,3,1,1,32
2.02E+12,3,2,1,27/01/18,7,14:50,1,1,55,28
2.02E+12,3,2,1,27/01/18,7,14:38,1,1,45,22
2.02E+12,3,2,1,27/01/18,7,17:55,1,1,67,18
2.02E+12,3,1,1,26/01/18,6,15:00,1,2,23,18
2.02E+12,3,1,1,27/01/18,7,15:40,2,1,74,42
2.02E+12,3,1,1,27/01/18,7,16:38,2,1,50,53
2.02E+12,3,2,1,27/01/18,7,12:00,3,1,1,44
2.02E+12,3,2,1,27/01/18,7,14:45,3,2,1,37
2.02E+12,3,2,1,26/01/18,6,16:00,3,2,1,76
2.02E+12,3,1,1,27/01/18,7,17:30,3,1,1,33
2.02E+12,3,1,1,27/01/18,7,18:15,1,1,18,34
2.02E+12,3,2,1,27/01/18,7,14:45,1,1,53,27
2.02E+12,3,2,1,25/01/18,5,9:00,2,1,37,1
2.02E+12,2,2,1,26/01/18,6,21:20,2,1,17,1
2.02E+12,3,2,2,27/01/18,7,19:15,1,1,53,46
2.02E+12,3,2,5,27/01/18,7,17:45,1,2,22,5
2.02E+12,3,1,1,27/01/18,7,14:44,1,2,32,49
2.02E+12,3,2,1,27/01/18,7,20:45,1,1,27,22
2.02E+12,2,1,1,27/01/18,7,5:58,1,1,39,1
2.02E+12,3,2,1,27/01/18,7,18:40,1,2,29,14
2.02E+12,2,2,1,27/01/18,7,20:35,1,1,29,19
2.02E+12,3,2,4,27/01/18,7,20:47,1,1,49,54
2.02E+12,3,2,1,27/01/18,7,20:46,1,2,1,26
2.02E+12,3,2,1,27/01/18,7,22:06,2,1,29,4
2.02E+12,3,2,1,27/01/18,7,19:35,1,1,1,34
2.02E+12,3,2,1,27/01/18,7,22:08,1,2,31,12
2.02E+12,3,4,1,27/01/18,7,5:14,1,2,1,39
2.02E+12,3,3,1,27/01/18,7,17:58,1,1,37,1
2.02E+12,3,1,1,27/01/18,7,23:04,1,1,21,39
2.02E+12,3,2,1,27/01/18,7,22:55,1,1,27,1
2.02E+12,3,2,2,27/01/18,7,13:40,1,1,36,1
2.02E+12,3,1,1,27/01/18,7,23:30,3,1,1,33
2.02E+12,3,2,1,28/01/18,1,7:28,1,1,19,49
2.02E+12,3,1,1,28/01/18,1,9:15,1,1,33,27
2.02E+12,3,1,1,26/01/18,6,19:40,1,1,42,56
2.02E+12,3,2,1,28/01/18,1,9:15,1,1,25,65
2.02E+12,3,2,1,27/01/18,7,19:57,1,2,31,36
2.02E+12,3,1,1,27/01/18,7,19:02,1,1,47,5
2.02E+12,3,2,1,28/01/18,1,11:54,1,1,27,17
2.02E+12,3,1,1,28/01/18,1,9:55,1,1,23,51
2.02E+12,3,3,1,28/01/18,1,11:54,2,1,1,48
2.02E+12,3,2,1,27/01/18,7,18:00,1,1,1,52
2.02E+12,3,1,1,28/01/18,1,12:04,2,1,1,23
2.02E+12,3,2,1,27/01/18,7,19:46,1,2,1,31
2.02E+12,3,2,1,28/01/18,1,12:50,1,2,53,32
2.02E+12,3,2,1,27/01/18,7,10:10,1,2,20,38
2.02E+12,2,1,1,28/01/18,1,15:30,1,2,24,35
2.02E+12,2,1,1,28/01/18,1,2:20,1,2,41,25
2.02E+12,2,2,1,28/01/18,1,15:35,3,2,1,54
2.02E+12,3,3,1,28/01/18,1,16:03,1,1,38,32
2.02E+12,3,2,1,27/01/18,7,20:14,1,1,24,21
2.02E+12,2,1,1,28/01/18,1,16:20,1,1,23,42
2.02E+12,3,1,1,28/01/18,1,17:51,1,2,61,42
2.02E+12,2,2,1,28/01/18,1,18:10,1,2,41,45
2.02E+12,2,2,1,28/01/18,1,17:21,1,2,50,64
2.02E+12,3,2,1,27/01/18,7,21:25,1,2,28,41
2.02E+12,3,2,1,28/01/18,1,18:40,3,1,1,57
2.02E+12,3,3,1,28/01/18,1,18:13,3,1,1,37
2.02E+12,3,1,1,28/01/18,1,2:25,1,2,57,67
2.02E+12,3,2,1,24/01/18,4,7:37,1,1,31,23
2.02E+12,3,1,1,28/01/18,1,19:10,1,2,62,59
2.02E+12,3,2,1,28/01/18,1,17:00,1,2,22,29
2.02E+12,3,2,1,28/01/18,1,17:16,1,1,50,37
2.02E+12,3,2,2,28/01/18,1,19:19,1,1,24,34
2.02E+12,3,2,2,28/01/18,1,19:44,1,2,20,27
2.02E+12,3,2,1,28/01/18,1,19:42,1,1,33,28
2.02E+12,3,2,1,28/01/18,1,20:11,1,1,24,44
2.02E+12,3,2,3,28/01/18,1,21:30,1,2,52,32
2.02E+12,3,1,1,28/01/18,1,14:41,1,1,50,29
2.02E+12,2,2,2,28/01/18,1,19:15,1,2,25,30
2.02E+12,3,2,1,28/01/18,1,13:25,2,2,29,90
